Id,Sales
353,241162345.57432124
354,241153987.01003897
355,241181762.37091494
356,241175501.93440148
357,241167957.79405543
358,241159608.7874117
359,241151259.78076792
360,241142910.7741242
361,241134561.76748046
362,241161652.55421686
363,241155392.11770344
364,241147968.26951548
365,241139628.8226498
366,241131279.8160061
367,241122930.80936235
368,241114581.80271858
369,241141552.29729685
370,241135291.86078343
371,241127747.72043738
372,241119398.7137936
373,241111049.70714986
374,241102700.70050612
375,241094351.69386238
376,241121442.47845927
377,241115182.04194582
378,241107758.1937579
379,241099409.18711412
380,241091060.1804704
381,241082711.17382666
382,241074362.1671829
383,241101332.6617612
384,241095072.22524777
385,241640094.8253078
386,241631745.81866404
387,241623396.81202027
388,241615852.67167422
389,241642823.16625246
390,241636562.72973904
391,241629018.589393
392,241620669.58274922
393,241612320.57396594
394,241603971.56732222
395,241595622.56067848
396,241622713.34741488
397,241616452.91090146
398,241609029.0627135
399,241600680.0560698
400,241592331.04942602
401,241583982.04278228
402,241573533.01919317
403,241600503.51377147
404,241594243.07725802
405,241586698.93691197
406,241578349.93026823
407,241570000.92362446
408,241561651.91698074
409,241553302.910337
410,241580393.6970734
411,241574133.26055998
412,241566709.41237202
413,241558369.96550635
414,241550020.95886263
415,241541671.9522189
416,241533322.94557512
417,241560293.4401534
418,241550788.47660127
419,241546488.86329392
420,241538139.85665014
421,241529790.8500064
422,241521441.84336266
423,241513092.83671892
424,241540183.6213158
425,241531834.61467203
426,241526499.33661443
427,241518150.32997066
428,241509801.32332695
429,241501452.3166832
430,241493103.31003943
431,241520073.80461773
432,241513813.3681043
433,182306484.72634205
434,182298135.71969828
435,182289786.71305454
436,182281437.7064108
437,182309213.06728673
438,182302952.6307733
439,182294603.6241296
440,182286254.61748582
441,182277905.60870254
442,182269556.6020588
443,182261207.59541506
444,182289103.24844915
445,182282842.8119357
446,182274614.0974501
447,182266265.09080634
448,182257916.08416262
449,182249567.07751888
450,182241208.5132366
451,182268983.87411255
452,182262723.43759912
453,182254374.4309554
454,182246025.4243116
455,182237676.4176679
456,182229327.41102415
457,182220978.4043804
458,182248874.0574145
459,182242613.62090105
460,182234384.90641546
461,182226045.45954975
462,182217696.45290604
463,182209347.4462623
464,182200998.43961853
465,182228773.8004945
466,182222513.36398107
467,182214164.35733733
468,182205815.35069358
469,182197466.3440498
470,182189922.20370376
471,182181573.19706002
472,182208663.98165688
473,182202403.54514346
474,182194979.6969555
475,182186630.69031176
476,182178281.68366805
477,182169932.67702428
478,182161583.67038053
479,182188554.16495883
480,182182293.72844538
481,182489720.22714296
482,182481371.2204992
483,182473022.21385545
484,182464673.2072117
485,182492448.56808764
486,182486188.1315742
487,182477839.12493047
488,182469490.11828673
489,182461141.10950345
490,182452792.1028597
491,182444443.09621596
492,182472338.74925002
493,182466078.3127366
494,182457849.59825101
495,182449500.59160724
496,182441151.58496353
497,182432802.5783198
498,182424444.01403752
499,182452219.37491345
500,182445958.93840003
501,182438414.79805395
502,182430065.7914102
503,182421716.78476647
504,182413367.77812272
505,182405018.77147898
506,182432109.5582154
507,182425849.12170196
508,182418425.27351403
509,182410085.82664832
510,182401736.8200046
511,182393387.8133609
512,182385038.8067171
513,182412009.3012954
514,182405748.86478195
515,182398204.7244359
516,182389855.71779215
517,182381506.71114838
518,182373157.70450467
519,182364808.69786093
520,182391899.4824578
521,182385639.04594433
522,182378215.1977564
523,182369866.19111267
524,182361517.18446895
525,182353168.17782518
526,182344819.17118144
527,182371789.6657597
528,182365529.2292463
529,57869529.69213551
530,57861180.68549178
531,57852831.67884803
532,57844482.67220429
533,57872258.03308023
534,57865997.596566804
535,57858453.45622073
536,57850104.44957698
537,57841755.4407937
538,57833406.43414996
539,57825057.427506216
540,57852148.21424262
541,57845887.7777292
542,57838463.92954125
543,57830114.92289752
544,57821765.916253775
545,57813416.90961003
546,57805058.34532777
547,57832028.83990605
548,57825768.40339261
549,57818224.26304655
550,57809875.256402805
551,57801526.24975906
552,57793177.24311531
553,57784828.23647157
554,57811919.02320798
555,57805658.58669456
556,57798234.738506615
557,57789895.29164094
558,57781546.284997195
559,57773197.278353445
560,57764848.27170971
561,57791818.76628798
562,57785558.32977455
563,57778014.18942848
564,57769665.182784736
565,57761316.17614099
566,57752967.169497244
567,57744618.16285351
568,57771708.94745038
569,57765448.51093694
570,57758024.66274901
571,57749675.65610526
572,57741326.64946152
573,57732977.64281778
574,57724628.63617404
575,57751599.1307523
576,57745338.69423888
577,239851532.73748505
578,239843183.73084134
579,239834834.72419754
580,239826485.71755382
581,239854261.0784298
582,239848000.64191633
583,239839651.63527262
584,239831302.62862882
585,239822953.61984557
586,239814604.61320183
587,239806255.60655808
588,239834151.25959215
589,239827890.82307872
590,239819662.1085931
591,239811313.1019494
592,239802964.09530565
593,239794615.08866188
594,239788346.98368648
595,239816122.34456244
596,239809861.908049
597,239801512.90140525
598,239793163.8947615
599,239784814.88811776
600,239776465.88147402
601,239768116.87483028
602,239796012.52786437
603,239789752.0913509
604,239781523.3768653
605,239773183.92999965
606,239764834.9233559
607,239756485.91671216
608,239748136.9100684
609,239775912.27094433
610,239769651.83443093
611,239761302.8277872
612,239752953.82114345
613,239744604.81449968
614,239737060.6741536
615,239728711.66750988
616,239755802.45210674
617,239749542.0155933
618,239742118.16740537
619,239733769.16076162
620,239725420.15411788
621,239717071.14747414
622,239708722.1408304
623,239735692.63540867
624,239729432.19889525
625,184374411.56726038
626,184366062.56061667
627,184357713.55397287
628,184350169.41362682
629,184377139.9082051
630,184370879.47169167
631,184363335.33134562
632,184354986.32470182
633,184346637.31591856
634,184338288.30927482
635,184329939.30263108
636,184357030.08936748
637,184350769.65285403
638,184343345.80466613
639,184334996.7980224
640,184326647.79137865
641,184318298.78473487
642,184309940.22045264
643,184336910.7150309
644,184330650.27851748
645,184323106.13817143
646,184314757.13152763
647,184306408.12488392
648,184298059.11824018
649,184289710.11159644
650,184316800.89833286
651,184310540.4618194
652,184303116.61363146
653,184294777.1667658
654,184286428.16012207
655,184278079.15347832
656,184269730.14683455
657,184296700.64141282
658,184287195.6778607
659,184282896.06455332
660,184274547.0579096
661,184266198.05126587
662,184257849.0446221
663,184249500.03797838
664,184276590.82257524
665,184270330.3860618
666,184262906.53787386
667,184254557.53123012
668,184246208.52458638
669,184237859.51794267
670,184229510.5112989
671,184256481.00587717
672,184250220.5693637
673,190058623.41094223
674,190050274.4042985
675,190041925.39765474
676,190033576.391011
677,190061351.75188696
678,190055091.3153735
679,190047547.17502746
680,190039198.1683837
681,190030849.1596004
682,190022500.15295666
683,190014151.14631292
684,190041241.93304932
685,190034981.4965359
686,190027557.64834797
687,190019208.64170423
688,190010859.63506052
689,190002510.62841672
690,189994152.06413448
691,190021122.55871275
692,190014862.12219933
693,190007317.98185328
694,189998968.9752095
695,189990619.96856576
696,189982270.96192202
697,189973921.9552783
698,190001012.7420147
699,189994752.30550125
700,189987328.4573133
701,189978989.01044765
702,189970640.00380394
703,189962290.99716017
704,189953941.99051642
705,189980912.48509467
706,189974652.04858127
707,189967107.9082352
708,189958758.90159145
709,189950409.8949477
710,189942060.88830397
711,189933711.88166022
712,189960802.6662571
713,189954542.22974363
714,189947118.3815557
715,189938769.374912
716,189930420.36826822
717,189922071.3616245
718,189913722.3549807
719,189940692.849559
720,189934432.4130456
721,241416941.73143345
722,241408592.72478974
723,241400243.71814594
724,241392699.5777999
725,241419670.0723782
726,241413409.63586473
727,241405865.49551868
728,241397516.48887488
729,241389167.48009163
730,241380818.4734479
731,241372469.46680415
732,241399560.25354055
733,241393299.81702712
734,241385875.9688392
735,241377526.96219546
736,241369177.9555517
737,241360828.94890794
738,241352470.3846257
739,241379440.87920398
740,241373180.44269055
741,241365636.3023445
742,241357287.29570073
743,241348938.289057
744,241340589.28241324
745,241332240.2757695
746,241359331.06250593
747,241353070.62599248
748,241345646.77780452
749,241337307.33093888
750,241328958.32429513
751,241320609.3176514
752,241312260.31100765
753,241339230.8055859
754,241329725.84203377
755,241325426.22872642
756,241317077.22208267
757,241308728.21543893
758,241300379.20879516
759,241292030.20215145
760,241319120.9867483
761,241312860.55023485
762,241305436.70204693
763,241297087.6954032
764,241288738.68875945
765,241280389.6821157
766,241272040.67547193
767,241299011.17005023
768,241292750.7335368
769,2916814.2694391333
770,2908465.262795391
771,2900116.2561516482
772,2891767.2495079054
773,2919542.610383847
774,2913282.1738704173
775,2904933.1672266745
776,2896584.1605829312
777,2888235.1517996453
778,2879886.1451559025
779,2871537.1385121606
780,2899432.7915462414
781,2893172.3550328105
782,2885748.506844875
783,2877399.500201132
784,2869050.49355739
785,2860701.4869136475
786,2852342.922631389
787,2879313.417209662
788,2873052.9806962316
789,2865508.840350157
790,2857159.8337064143
791,2848810.8270626725
792,2840461.8204189297
793,2832112.813775187
794,2859203.6005115984
795,2852943.163998168
796,2845519.3158102334
797,2837179.8689445495
798,2828830.8623008067
799,2820481.855657064
800,2812132.849013321
801,2839103.343591594
802,2832842.907078164
803,2825298.76673209
804,2816949.7600883474
805,2808600.7534446046
806,2800251.746800862
807,2791902.7401571185
808,2818993.5247539883
809,2812733.088240558
810,2805309.2400526223
811,2796960.233408879
812,2788611.2267651367
813,2780262.220121395
814,2771913.213477652
815,2798883.7080559246
816,2792623.271542494
817,187316801.5223545
818,187308452.5157108
819,187300103.509067
820,187291754.5024233
821,187319529.86329925
822,187313269.4267858
823,187304920.42014208
824,187296571.41349828
825,187288222.40471503
826,187279873.3980713
827,187271524.39142755
828,187299420.0444616
829,187293159.60794815
830,187284930.89346257
831,187276581.88681886
832,187268232.8801751
833,187259883.87353134
834,187251525.3092491
835,187279300.67012504
836,187273040.2336116
837,187264691.22696787
838,187256342.2203241
839,187247993.2136804
840,187239644.20703664
841,187231295.2003929
842,187259190.853427
843,187252930.41691354
844,187244701.70242792
845,187236362.25556228
846,187228013.2489185
847,187219664.2422748
848,187211315.23563102
849,187239090.59650695
850,187232830.15999356
851,187224481.1533498
852,187216132.14670607
853,187207783.1400623
854,187200238.99971622
855,187191889.9930725
856,187218980.7776694
857,187212720.34115592
858,187205296.492968
859,187196947.48632425
860,187188598.4796805
861,187180249.4730368
862,187171900.466393
863,187198870.9609713
864,187192610.52445787
865,6549478.277551547
866,6541129.270907803
867,6532780.26426406
868,6524431.257620318
869,6552206.618496261
870,6545946.181982829
871,6537597.175339087
872,6529248.168695344
873,6520899.159912058
874,6512550.153268315
875,6504201.146624573
876,6532096.799658654
877,6525836.363145223
878,6517607.6486596195
879,6509258.642015876
880,6500909.635372133
881,6492560.628728392
882,6484202.064446133
883,6511977.425322075
884,6505716.988808644
885,6497367.982164901
886,6489018.975521159
887,6480669.968877416
888,6472320.962233673
889,6463971.9555899305
890,6491867.608624011
891,6485607.172110581
892,6477378.457624977
893,6469039.010759293
894,6460690.004115551
895,6452340.9974718075
896,6443991.990828064
897,6471767.351704007
898,6465506.915190577
899,6457157.908546834
900,6448808.901903091
901,6440459.895259348
902,6432915.754913274
903,6424566.748269532
904,6451657.532866401
905,6445397.09635297
906,6437973.248165035
907,6429624.241521292
908,6421275.234877549
909,6412926.228233807
910,6404577.2215900645
911,6431547.7161683375
912,6425287.279654907
913,187858265.56353194
914,187849916.5568882
915,187841567.55024442
916,187833218.5436007
917,187860993.90447664
918,187854733.46796322
919,187846384.46131948
920,187838035.45467573
921,187829686.44589242
922,187821337.4392487
923,187812988.43260497
924,187840884.08563903
925,187834623.6491256
926,187826394.93464
927,187818045.92799628
928,187809696.9213525
929,187801347.91470876
930,187792989.3504265
931,187820764.71130246
932,187814504.27478904
933,187806155.2681453
934,187797806.26150155
935,187789457.25485778
936,187781108.24821407
937,187772759.2415703
938,187800654.8946044
939,187794394.45809096
940,187786165.74360535
941,187777826.2967397
942,187769477.29009593
943,187761128.2834522
944,187752779.27680844
945,187780554.63768438
946,187774294.20117095
947,187765945.19452724
948,187757596.1878835
949,187749247.18123972
950,187741703.04089364
951,187733354.0342499
952,187760444.8188468
953,187754184.38233334
954,187746760.5341454
955,187738411.52750167
956,187730062.52085793
957,187721713.51421422
958,187713364.50757042
959,187740335.00214872
960,187734074.5656353
961,58609024.90851149
962,58600675.90186775
963,58592326.895224
964,58583977.88858027
965,58611753.249456204
966,58605492.81294277
967,58597143.80629904
968,58588794.79965529
969,58580445.790872
970,58572096.78422826
971,58563747.77758452
972,58591643.4306186
973,58585382.99410517
974,58577154.27961956
975,58568805.27297582
976,58560456.266332075
977,58552107.25968834
978,58543748.69540608
979,58571524.05628202
980,58565263.61976859
981,58556914.613124855
982,58548565.606481105
983,58540216.59983736
984,58531867.59319362
985,58523518.58654988
986,58551414.239583954
987,58545153.80307053
988,58536925.08858492
989,58528585.64171924
990,58520236.6350755
991,58511887.62843175
992,58503538.62178801
993,58531313.98266395
994,58525053.54615053
995,58516704.53950678
996,58508355.532863036
997,58500006.52621929
998,58492462.38587322
999,58484113.37922948
1000,58511204.16382635
1001,58504943.72731291
1002,58497519.87912498
1003,58489170.87248123
1004,58480821.8658375
1005,58472472.85919375
1006,58464123.85255001
1007,58491094.34712828
1008,58484833.91061485
1009,183457923.03332278
1010,183449574.02667904
1011,183441225.02003527
1012,183432876.01339152
1013,183460651.3742675
1014,183454390.93775406
1015,183446041.93111032
1016,183437692.92446658
1017,183429343.91568327
1018,183420994.90903956
1019,183412645.90239578
1020,183440541.55542988
1021,183434281.11891645
1022,183426052.40443084
1023,183417703.3977871
1024,183409354.39114335
1025,183401005.3844996
1026,183394737.27952418
1027,183422512.64040014
1028,183416252.2038867
1029,183407903.19724298
1030,183399554.19059923
1031,183391205.18395546
1032,183382856.17731175
1033,183374507.17066798
1034,183402402.82370207
1035,183396142.38718864
1036,183387913.67270303
1037,183379574.22583735
1038,183371225.2191936
1039,183362876.21254987
1040,183354527.20590612
1041,183382302.56678206
1042,183376042.13026863
1043,183367693.12362492
1044,183359344.11698115
1045,183350995.1103374
1046,183343450.96999133
1047,183335101.96334758
1048,183362192.74794447
1049,183355932.31143102
1050,183348508.4632431
1051,183340159.45659932
1052,183331810.4499556
1053,183323461.44331187
1054,183315112.4366681
1055,183342082.9312464
1056,183335822.49473298
1057,4496320.350808071
1058,4504669.357451814
1059,4513018.3640955575
1060,4521367.3707393
1061,4493592.009863357
1062,4499852.446376788
1063,4508201.453020531
1064,4516550.459664274
1065,4524899.4684475595
1066,4533248.475091302
1067,4541597.481735045
1068,4513701.828700963
1069,4519962.265214395
1070,4528190.979699998
1071,4536539.9863437405
1072,4544888.992987484
1073,4553237.999631226
1074,4561596.563913485
1075,4533821.203037542
1076,4540081.639550973
1077,4547625.779897047
1078,4555974.7865407895
1079,4564323.793184533
1080,4572672.799828276
1081,4581021.806472017
1082,4553931.019735605
1083,4560191.456249036
1084,4567615.304436971
1085,4575954.751302656
1086,4584303.757946398
1087,4592652.764590141
1088,4601001.771233885
1089,4574031.276655611
1090,4580291.713169041
1091,4587835.853515115
1092,4596184.860158858
1093,4604533.866802601
1094,4612882.8734463435
1095,4621231.880090086
1096,4594141.095493217
1097,4600401.532006647
1098,4607825.380194583
1099,4616174.386838324
1100,4624523.393482068
1101,4632872.400125811
1102,4641221.406769553
1103,4614250.91219128
1104,4620511.348704711
1105,239890088.64549893
1106,239881739.6388552
1107,239873390.63221142
1108,239865846.49186537
1109,239892816.9864436
1110,239886556.5499302
1111,239879012.40958413
1112,239870663.40294036
1113,239862314.39415708
1114,239853965.38751337
1115,239845616.38086963
1116,239872707.16760603
1117,239866446.7310926
1118,239859022.88290465
1119,239850673.87626094
1120,239842324.86961716
1121,239833975.86297342
1122,239823526.83938432
1123,239850497.33396262
1124,239844236.89744917
1125,239836692.75710312
1126,239828343.75045937
1127,239819994.7438156
1128,239811645.7371719
1129,239803296.73052815
1130,239830387.51726454
1131,239824127.08075112
1132,239816703.23256317
1133,239808363.78569752
1134,239800014.77905378
1135,239791665.77241004
1136,239783316.76576626
1137,239810287.26034454
1138,239800782.29679242
1139,239796482.68348506
1140,239788133.67684132
1141,239779784.67019755
1142,239771435.6635538
1143,239763086.65691006
1144,239790177.44150695
1145,239781828.43486318
1146,239776493.15680557
1147,239768144.1501618
1148,239759795.1435181
1149,239751446.13687435
1150,239743097.13023058
1151,239770067.62480888
1152,239763807.18829545
1153,756858.1025731338
1154,748509.0959293912
1155,740160.0892856483
1156,731811.0826419058
1157,759586.4435178479
1158,753326.0070044169
1159,744977.0003606743
1160,736627.9937169318
1161,728278.9849336462
1162,719929.9782899035
1163,711580.9716461609
1164,739476.6246802417
1165,733216.1881668108
1166,724987.4736812069
1167,716638.4670374644
1168,708289.4603937218
1169,699940.4537499788
1170,691581.8894677209
1171,719357.250343663
1172,713096.813830232
1173,704747.8071864895
1174,696398.8005427469
1175,688049.793899004
1176,679700.7872552614
1177,671351.7806115189
1178,699247.4336455998
1179,692986.9971321687
1180,684758.2826465649
1181,676418.8357808808
1182,668069.829137138
1183,659720.8224933954
1184,651371.8158496529
1185,679147.1767255947
1186,672886.740212164
1187,664537.7335684214
1188,656188.7269246789
1189,647839.720280936
1190,640295.5799348622
1191,631946.5732911195
1192,659037.3578879886
1193,652776.9213745578
1194,645353.0731866227
1195,637004.0665428801
1196,628655.0598991375
1197,620306.0532553947
1198,611957.0466116521
1199,638927.5411899254
1200,632667.1046764945
1201,185048850.04505578
1202,185040501.03841206
1203,185032152.0317683
1204,185023803.02512455
1205,185051578.38600048
1206,185045317.94948706
1207,185036968.94284335
1208,185028619.93619955
1209,185020270.9274163
1210,185011921.92077258
1211,185003572.9141288
1212,185031468.56716287
1213,185025208.13064945
1214,185016979.41616386
1215,185008630.40952012
1216,185000281.40287638
1217,184991932.3962326
1218,184983573.83195037
1219,185011349.19282633
1220,185005088.75631288
1221,184996739.74966916
1222,184988390.74302536
1223,184980041.73638165
1224,184971692.7297379
1225,184963343.72309417
1226,184991239.37612826
1227,184984978.93961483
1228,184976750.22512922
1229,184968410.77826354
1230,184960061.7716198
1231,184951712.76497605
1232,184943363.7583323
1233,184971139.11920825
1234,184964878.68269482
1235,184956529.67605108
1236,184948180.66940734
1237,184939831.6627636
1238,184932287.5224175
1239,184923938.51577377
1240,184951029.30037063
1241,184944768.86385718
1242,184937345.0156693
1243,184928996.0090255
1244,184920647.0023818
1245,184912297.99573806
1246,184903948.9890943
1247,184930919.48367256
1248,184924659.04715914
1249,188627034.5419799
1250,188618685.5353362
1251,188610336.52869245
1252,188602792.38834634
1253,188629762.88292465
1254,188623502.44641122
1255,188615958.30606514
1256,188607609.2994214
1257,188599260.2906381
1258,188590911.28399438
1259,188582562.27735063
1260,188609653.064087
1261,188603392.6275736
1262,188595968.7793857
1263,188587619.7727419
1264,188579270.7660982
1265,188570921.75945443
1266,188562563.19517216
1267,188589533.68975046
1268,188583273.25323704
1269,188575729.11289096
1270,188567380.1062472
1271,188559031.09960344
1272,188550682.09295973
1273,188542333.086316
1274,188569423.8730524
1275,188563163.43653896
1276,188555739.58835104
1277,188547400.14148533
1278,188539051.13484162
1279,188530702.12819785
1280,188522353.1215541
1281,188549323.6161324
1282,188539818.65258026
1283,188535519.0392729
1284,188527170.03262916
1285,188518821.0259854
1286,188510472.01934165
1287,188502123.0126979
1288,188529213.7972948
1289,188522953.36078134
1290,188515529.51259342
1291,188507180.50594968
1292,188498831.49930593
1293,188490482.4926622
1294,188482133.48601845
1295,188509103.9805967
1296,188502843.5440833
1297,4048095.9548438136
1298,4039746.9482000708
1299,4031397.9415563284
1300,4023048.934912585
1301,4050824.295788527
1302,4044563.859275097
1303,4036214.8526313542
1304,4027865.845987612
1305,4019516.8372043255
1306,4011167.8305605827
1307,4002818.82391684
1308,4030714.4769509216
1309,4024454.04043749
1310,4016225.3259518864
1311,4007876.3193081436
1312,3999527.312664401
1313,3991178.306020658
1314,3982819.7417384004
1315,4010595.1026143422
1316,4004334.6661009113
1317,3995985.659457168
1318,3987636.6528134258
1319,3979287.646169684
1320,3970938.639525941
1321,3962589.632882198
1322,3990485.2859162786
1323,3984224.8494028477
1324,3975996.134917244
1325,3967656.688051561
1326,3959307.6814078176
1327,3950958.6747640753
1328,3942609.6681203325
1329,3970385.0289962743
1330,3964124.592482843
1331,3955775.585839101
1332,3947426.579195359
1333,3939077.572551616
1334,3931533.4322055415
1335,3923184.4255617987
1336,3950275.2101586685
1337,3944014.7736452376
1338,3936590.925457302
1339,3928241.918813559
1340,3919892.9121698164
1341,3911543.905526074
1342,3903194.8988823323
1343,3930165.393460605
1344,3923904.956947174
1345,187002962.4115296
1346,186994613.4048859
1347,186986264.39824212
1348,186977915.39159837
1349,187005690.75247434
1350,186999430.3159609
1351,186991081.30931717
